,,5000,2500,1000,500,100,7543
1000.0,p-val,0.05436102129858934,0.17040315635023548,0.0414367341590857,0.03597796583235845,0.01969981512024814,0.11254178216060781
1000.0,z-score,-1.6362577491816226,-0.9850113133772666,-1.766507036342494,-1.8316316799229295,-2.092130254244672,-1.245509887699009
1000.0,relative support,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,Jaccard similarity to reference matching,0.883645443196005,0.5121266786931249,0.27583291053610687,0.16780185758513932,0.03926160628185701,1.0
1000.0,Percentage of reference matching edges in matching,0.9382290562036055,0.6773594909862142,0.4323966065747614,0.2873806998939555,0.07555673382820785,1.0
1000.0,Number of edges,25127122.0,15612973.0,6975579.0,3613427.0,752310.0,28459740.0
10.0,p-val,0.05436102129858934,0.0475480724774959,0.06192397025219981,0.10057896548484109,0.06192397025219981,0.07028393712226086
10.0,z-score,-1.6362577491816226,-1.7013823927620582,-1.571133105601187,-1.3106345312794445,-1.571133105601187,-1.5060084620207514
10.0,relative support,1.0,1.0,1.0,1.0,1.0,1.0
10.0,Jaccard similarity to reference matching,0.8332928311057108,0.49920508744038156,0.2558681538205427,0.1712467008228536,0.04126984126984127,1.0
10.0,Percentage of reference matching edges in matching,0.9090668080593849,0.6659597030752916,0.4074761399787911,0.2924178154825027,0.07926829268292683,1.0
10.0,Number of edges,25127247.0,15616743.0,6978111.0,3616257.0,752913.0,28459740.0
100.0,p-val,0.2871373581747039,0.3570449677273445,0.02303022052976672,0.26536224446522616,0.48376415103708303,0.26536224446522616
100.0,z-score,-0.5942634518946529,-0.398889521153346,-2.0270056106642365,-0.6593880954750885,-0.07326630325116795,-0.6593880954750885
100.0,relative support,1.0,1.0,1.0,1.0,1.0,1.0
100.0,Jaccard similarity to reference matching,0.8449498654927855,0.5215812827753126,0.26259414225941424,0.15776550030693678,0.037831888843032055,1.0
100.0,Percentage of reference matching edges in matching,0.9159597030752916,0.6855779427359491,0.4159597030752916,0.2725344644750795,0.07290562036055143,1.0
100.0,Number of edges,25129742.0,15614325.0,6979071.0,3616012.0,752237.0,28459740.0
10000.0,p-val,5.605869122666164e-09,3.4515684100824276e-10,5.254337603266488e-06,7.084737358571882e-06,7.816036328164403e-10,1.7390143683022727e-08
10000.0,z-score,-5.739110294749066,-6.194982799812116,-4.436617423140354,-4.371492779559919,-6.0647335126512445,-5.543736364007759
10000.0,relative support,1.0,1.0,1.0,1.0,1.0,1.0
10000.0,Jaccard similarity to reference matching,0.8613372810264002,0.5493941261039228,0.2875917392046424,0.174711927748365,0.04952698942682248,1.0
10000.0,Percentage of reference matching edges in matching,0.9255037115588547,0.7091728525980912,0.44671261930010603,0.29745493107104987,0.09437963944856839,1.0
10000.0,Number of edges,25126239.0,15620108.0,6978806.0,3613924.0,752803.0,28459740.0
