,,5,10,20,50,7543
1000.0,p-val,0.02784147436169314,0.06133622792056686,0.09184576823892367,0.00018162546479751467,0.11254178216060781
1000.0,z-score,-1.9587110015342053,-1.586326051811984,-1.3682209266850394,-3.598085331248316,-1.245509887699009
1000.0,relative support,0.503711558854719,0.5710498409331919,0.6961823966065748,0.9072110286320254,1.0
1000.0,Jaccard similarity to reference matching,0.016851918250268914,0.019263845889232887,0.022698209718670075,0.025078369905956112,1.0
1000.0,Percentage of reference matching edges in matching,0.024920466595970307,0.029692470837751856,0.037645811240721104,0.04665959703075292,1.0
1000.0,Number of edges,45183.0,82783.0,157816.0,381900.0,28459740.0
10.0,p-val,0.13057197947988028,0.021191728215900787,0.3320438493280058,0.11155933447499497,0.07028393712226086
10.0,z-score,-1.1694096392128375,-2.0724101196658875,-0.47353400209880386,-1.2526536701918762,-1.5060084620207514
10.0,relative support,0.500795334040297,0.5628313891834571,0.6855779427359491,0.8870625662778366,1.0
10.0,Jaccard similarity to reference matching,0.015608180839612486,0.019896193771626297,0.02185792349726776,0.0255006483215675,1.0
10.0,Percentage of reference matching edges in matching,0.023064687168610817,0.03048780487804878,0.036055143160127257,0.04692470837751856,1.0
10.0,Number of edges,45189.0,82799.0,157864.0,382017.0,28459740.0
100.0,p-val,0.17255772512168327,0.4858936161940295,0.21410053326885242,0.06034213925191801,0.26536224446522616
100.0,z-score,-0.9900310642575348,-0.07894815321085341,-0.8314126284895212,-1.5863125319875622,-0.6593880954750885
100.0,relative support,0.4976139978791092,0.5583244962884412,0.6871686108165429,0.880965005302227,1.0
100.0,Jaccard similarity to reference matching,0.017104789341015485,0.020131898646303367,0.024303878963463706,0.03005226480836237,1.0
100.0,Percentage of reference matching edges in matching,0.02518557794273595,0.030752916224814422,0.04003181336161188,0.054878048780487805,1.0
100.0,Number of edges,45178.0,82760.0,157781.0,381805.0,28459740.0
10000.0,p-val,0.00703465835609634,0.00010314767160465524,5.078012079721327e-05,5.370237144188963e-10,1.7390143683022727e-08
10000.0,z-score,-2.499317459799004,-3.7516198092915753,-3.9230848251050383,-6.125680552665806,-5.543736364007759
10000.0,relative support,0.5286320254506893,0.5837751855779427,0.7192470837751855,0.9278897136797455,1.0
10000.0,Jaccard similarity to reference matching,0.017828773168578994,0.02172054044809304,0.027570907938520045,0.025669957686882933,1.0
10000.0,Percentage of reference matching edges in matching,0.0267762460233298,0.03366914103923648,0.04612937433722163,0.048250265111346766,1.0
10000.0,Number of edges,45194.0,82801.0,157894.0,382127.0,28459740.0
